"Grupo de Idade",Periodo,Sexo,Mortes,"População Total","% Mortes","5 ou mais bebidas em uma ocasião, pelo menos uma vez por mês no ano passado","% 5 ou mais bebidas em uma ocasião, pelo menos uma vez por mês no ano passado",Artrite,"% Artrite",Asma,"% Asma","IMC adulto (18 anos ou mais), obeso","% IMC adulto (18 anos ou mais), obeso","IMC adulto (18 anos ou mais), excesso de peso","% IMC adulto (18 anos ou mais), excesso de peso","IMC adulto (18 anos ou mais), acima do peso ou obeso","% IMC adulto (18 anos ou mais), acima do peso ou obeso","IMC jovens (12 a 17 anos), acima do peso ou obesos","% IMC jovens (12 a 17 anos), acima do peso ou obesos","Iniciação à amamentação","% Iniciação à amamentação","Doença pulmonar obstrutiva crônica (DPOC)","% Doença pulmonar obstrutiva crônica (DPOC)","Entrou em contato com um médico nos últimos 12 meses","% Entrou em contato com um médico nos últimos 12 meses","Fumante atual, diariamente","% Fumante atual, diariamente","Fumante atual, diário ou ocasional","% Fumante atual, diário ou ocasional",Diabetes,"% Diabetes","Aleitamento materno exclusivo, pelo menos 6 meses","% Aleitamento materno exclusivo, pelo menos 6 meses","Exposição ao fumo passivo em casa","% Exposição ao fumo passivo em casa","Exposição ao fumo passivo no mês passado, em locais públicos","% Exposição ao fumo passivo no mês passado, em locais públicos","Exposição ao fumo passivo no mês passado, em veículos","% Exposição ao fumo passivo no mês passado, em veículos","Exposição ao fumo passivo no mês passado, em veículos e / ou locais públicos","% Exposição ao fumo passivo no mês passado, em veículos e / ou locais públicos","Consumo de frutas e vegetais, 5 vezes ou mais por dia","% Consumo de frutas e vegetais, 5 vezes ou mais por dia","Saúde funcional, boa a completa","% Saúde funcional, boa a completa","Tem um médico regular","% Tem um médico regular","Abuso de bebida","% Abuso de bebida","Pressão alta","% Pressão alta","Imunização da gripe, há menos de um ano","% Imunização da gripe, há menos de um ano","Lesões nos últimos 12 meses causando limitação das atividades normais","% Lesões nos últimos 12 meses causando limitação das atividades normais","Lesões nos últimos 12 meses, procurou atendimento médico","% Lesões nos últimos 12 meses, procurou atendimento médico","Satisfação com a vida, satisfeito ou muito satisfeito","% Satisfação com a vida, satisfeita ou muito satisfeita","Transtorno do humor","% Transtorno do humor","Dor ou desconforto por gravidade, moderada ou grave","% Dor ou desconforto por gravidade, moderada ou grave","Dor ou desconforto que impede atividades","% Dor ou desconforto que impede atividades","Limitação de participação e atividade, às vezes ou frequentemente","% Limitação de participação e atividade, às vezes ou frequentemente","Saúde percebida, regular ou ruim","% Saúde percebida, regular ou ruim","Saúde percebida, muito boa ou excelente","% Saúde percebida, muito boa ou excelente","Percepção de estresse na vida, bastante (15 anos ou mais)","% Percepção de estresse na vida, bastante (15 anos ou mais)","Saúde mental percebida, regular ou ruim","% Saúde mental percebida, regular ou ruim","Saúde mental percebida, muito boa ou excelente","% Saúde mental percebida, muito boa ou excelente","A atividade física durante o lazer, inativo","% Atividade física no lazer, inativo","Atividade física no lazer, moderadamente ativa ou ativa","% Atividade física no lazer, moderadamente ativa ou ativa","Sensação de pertencer à comunidade local, um pouco forte ou muito forte","% Sensação de pertencer à comunidade local, um pouco forte ou muito forte","Usa um capacete ao andar de bicicleta, sempre","% Usa um capacete ao andar de bicicleta, sempre","Pessoas com renda abaixo de $5.000","% Pessoas com renda abaixo de $5.000","Pessoas com renda igual ou superior a $5.000","% Pessoas com renda igual ou superior a $5.000","Pessoas com renda igual ou superior a $10.000","% Pessoas com renda igual ou superior a $10.000","Pessoas com renda igual ou superior a $15.000","% Pessoas com renda igual ou superior a $15.000","Pessoas com renda igual ou superior a $20.000","% Pessoas com renda igual ou superior a $20.000","Pessoas com renda igual ou superior a $25.000","% Pessoas com renda igual ou superior a $25.000","Pessoas com renda igual ou superior a $35.000","% Pessoas com renda igual ou superior a $35.000","Pessoas com renda igual ou superior a $50.000","% Pessoas com renda igual ou superior a $50.000","Pessoas com renda igual ou superior a $ 75.000","% Pessoas com renda igual ou superior a $ 75.000","Pessoas com renda igual ou superior a $100.000","% Pessoas com renda igual ou superior a $100.000","Pessoas com renda igual ou superior a $150.000","% Pessoas com renda igual ou superior a $150.000","Pessoas com renda igual ou superior a $200.000","% Pessoas com renda igual ou superior a $200.000","Pessoas com renda igual ou superior a $250.000","% Pessoas com renda igual ou superior a $250.000"
"45 to 64 years",2011/2012,Males,2977,1550182,0.19204196668520213,55601.0,3.586740137609649,40937.0,2.640786694723587,,0,55851.0,3.602867276229501,155698.0,10.043852915335103,211549.0,13.646720191564604,,0,,0,,0,,0,51649.0,3.331802330307022,69093.0,0.4457089554645841,18621.0,1.2012137929610847,,0,,0,19137.0,1.2345002070724598,,0,30743.0,1.9831864903604866,104357.0,6.731919219807739,,0,319456.0,20.607644779774244,,0,63663.0,4.106808103822647,95595.0,6.166695265459152,,0,,0,304196.0,19.623244238418458,30267.0,1.9524804184282878,53380.0,3.44346663811088,60888.0,3.9277968651422865,,0,38469.0,2.4815795822684046,195103.0,12.585812504596234,97484.0,6.288551924870757,31381.0,2.02434294811835,238926.0,15.412770887547397,196105.0,12.650450076184603,149574.0,9.648802527703198,234717.0,15.141254381743563,71359.0,4.603265939096183,1242790.0,80.17058642146534,234700.0,15.140157736317414,1133260.0,73.10496444933563,107650.0,6.944345889708433,1048230.0,67.61980206195145,65720.0,4.239502200386793,974760.0,62.880358564349216,46520.0,3.0009379543821306,842230.0,54.331039839193075,1316360.0,84.9164807745155,646000.0,41.672526193698545,394090.0,25.422176234790495,91630.0,5.910918846948294
"45 to 64 years",2013/2014,Females,1940,1650099,0.11756870345355037,,0,98464.0,5.967157122087826,27498.0,1.6664454678173857,41769.0,2.531302667294508,135810.0,8.23041526599313,177579.0,10.761717933287638,,0,,0,10339.0,0.6265684664980707,331970.0,20.118186848183047,31692.0,1.9206120360051124,42122.0,0.2552695323129097,27235.0,1.6505070301842495,,0,,0,37631.0,2.280529834876574,7819.0,0.4738503568573764,44289.0,2.6840207769352022,169094.0,10.247506361739507,251747.0,15.2564785506809,357273.0,21.651609994309432,26047.0,1.5785113499250651,89557.0,5.427371327417325,149339.0,9.050305466520493,34061.0,2.0641791795522573,14988.0,0.9083091378153675,293837.0,17.807234596227257,33352.0,2.0212120606096966,81229.0,4.922674336509506,86266.0,5.227928748517513,129747.0,7.862982766488556,62392.0,3.7811064669453165,201789.0,12.228902629478595,101499.0,6.151085480325726,38077.0,2.3075585161859986,249902.0,15.144667077551105,199778.0,12.107031153888343,162623.0,9.85534807305501,234571.0,14.215571308145753,46297.0,2.805710445252073,1208180.0,73.21863718479922,118750.0,7.196537904695416,1075780.0,65.1948761862167,42620.0,2.5828753305104724,972910.0,58.960704781955506,22310.0,1.3520400897158291,876940.0,53.1446901064724,14210.0,0.8611604515850262,710220.0,43.04105390040234,1318750.0,79.91944725740699,478190.0,28.979473352810952,248030.0,15.031219338960874,165540.0,10.03212534520656
"45 to 64 years",2013/2014,Males,3063,1596047,0.1919116416997745,,0,55260.0,3.4623040549557755,,0,59735.0,3.742684269322896,157152.0,9.846326580608215,216888.0,13.589073504727617,,0,,0,,0,275482.0,17.26026865123646,66227.0,4.149439208243868,90437.0,0.5666311831669117,37394.0,2.342913460568517,,0,,0,26445.0,1.656906093617544,,0,27894.0,1.747692893755635,108338.0,6.787895343934107,279781.0,17.529621621418418,332396.0,20.826203739614186,58202.0,3.6466344662782486,104817.0,6.567287805434301,113707.0,7.1242889463781465,35291.0,2.2111504235150967,8997.0,0.5637052041700527,286486.0,17.9497220319953,23385.0,1.4651824163072893,36202.0,2.2682289431326272,46172.0,2.89289726430362,120625.0,7.557734828610937,53685.0,3.36362275045785,182336.0,11.424224975830914,102508.0,6.422617880300517,17205.0,1.0779757738963827,223557.0,14.006918342630263,186571.0,11.689568039036445,164169.0,10.285975287695162,237386.0,14.873371523520298,79871.0,5.004301251780179,1242790.0,77.86675455046124,234700.0,14.705080740103519,1133260.0,71.00417468909124,107650.0,6.744788843937553,1048230.0,65.6766373421334,65720.0,4.117673226415012,974760.0,61.073389442792106,46520.0,2.914701133487924,842230.0,52.76974926176986,1316360.0,82.4762679294532,646000.0,40.47499854327598,394090.0,24.691628755293547,91630.0,5.741059003901515
"65 years and over",2007/2008,Females,11687,718758,1.625999293225258,,0,95816.0,13.330773361826928,13317.0,1.8527793777599695,30290.0,4.214213963531536,55598.0,7.7352878159269185,85889.0,11.949640908344673,,0,,0,,0,168919.0,23.501512330993187,9949.0,1.3841932889790445,11051.0,0.15375133215908554,28717.0,3.995364225511229,,0,,0,11958.0,1.6637032213902316,,0,12963.0,1.803527752038934,73351.0,10.205242932948225,,0,182662.0,25.41356061428186,,0,90793.0,12.63192896635585,133545.0,18.579967109931296,,0,,0,154687.0,21.5214300223441,14402.0,2.0037342193060805,48503.0,6.748168368212945,52985.0,7.371744036240292,103457.0,14.39385718141572,62610.0,8.71085956608483,59441.0,8.26996012566121,17476.0,2.4314164155390268,12146.0,1.6898594519991432,114054.0,15.868205988663778,126883.0,17.65309046994955,54350.0,7.561654965927336,111528.0,15.516766422078085,,0,631410.0,87.84737004666383,20570.0,2.8618811894963256,520280.0,72.38597692130035,9070.0,1.2618989979937614,346620.0,48.22485454074946,5310.0,0.7387743858155318,260060.0,36.18185814975276,3540.0,0.4925162572103545,164890.0,22.940962048422417,673080.0,93.64487073535182,90250.0,12.556381981139689,38280.0,5.325853764410274,25830.0,3.593699131000977
"65 years and over",2007/2008,Males,10441,549342,1.9006374899425131,8144.0,1.4825008828744208,40442.0,7.3618984166511945,6086.0,1.1078708709692686,16022.0,2.9165801995842298,63151.0,11.49575310098263,79173.0,14.41233330056686,,0,,0,,0,132778.0,24.170371098514224,10635.0,1.9359524667693349,16621.0,0.30256197414361186,23838.0,4.339373286586498,,0,,0,8144.0,1.4825008828744208,,0,9819.0,1.7874111209410533,54935.0,10.00014562877042,,0,140278.0,25.53564082120064,,0,58441.0,10.638363715135563,100791.0,18.34758674923818,,0,,0,115549.0,21.034073491558992,10401.0,1.893356051421519,24944.0,4.540705061691988,28168.0,5.127589006484121,81664.0,14.865784884461775,39215.0,7.138540290019696,49168.0,8.95034423000608,20765.0,3.779976772211118,9953.0,1.8118039399863834,91636.0,16.68104750774563,69913.0,12.726680282956702,68823.0,12.52826108325961,89945.0,16.3732246942706,,0,509910.0,92.8219579060039,37650.0,6.853654007885798,450830.0,82.06727321049546,19450.0,3.5405994808334333,363560.0,66.18099471731635,12570.0,2.2881920552224297,301200.0,54.82923206308639,9130.0,1.6619883424169277,210950.0,38.4004864000932,524520.0,95.48150332579705,127980.0,23.29696254792097,62640.0,11.40273272387693,20300.0,3.6953300494045607
"65 years and over",2009/2010,Females,11633,761528,1.5275866415942685,,0,103840.0,13.635742874851614,12175.0,1.5987593364918955,28271.0,3.7124045340420837,51847.0,6.808285447153617,80118.0,10.520689981195702,,0,,0,6227.0,0.8176981017112962,183537.0,24.10114926831318,9993.0,1.312230147808091,13688.0,0.17974388335031674,48394.0,6.354854975785526,,0,,0,8951.0,1.1753999852927273,,0,10465.0,1.3742107972392348,86223.0,11.322367660808268,102124.0,13.41040644598754,195068.0,25.61534178651343,,0,109193.0,14.338671723167106,124851.0,16.394800979084156,20774.0,2.727936464581736,11364.0,1.4922629240159258,146454.0,19.231597524976102,16117.0,2.1164028111901336,50864.0,6.679202865817146,68094.0,8.941759199924363,113334.0,14.882446869977203,70339.0,9.236561229528002,65354.0,8.581956277379165,30252.0,3.972539420743558,15469.0,2.0313107331575466,118666.0,15.58261810465275,124340.0,16.32769904717883,54056.0,7.098360139088779,117561.0,15.437515101217553,,0,672140.0,88.26202056917145,22070.0,2.89812062064691,560090.0,73.54818207603661,9270.0,1.2172894496328435,372550.0,48.92137912197582,5280.0,0.6933428580433024,280220.0,36.797071151684506,3520.0,0.4622285720288683,180700.0,23.72860879705014,712820.0,93.60391213455054,100030.0,13.135432971604457,41830.0,5.492903740899875,28750.0,3.775304388019876
"65 years and over",2009/2010,Males,10393,588494,1.7660332985552953,5115.0,0.8691677400279356,49634.0,8.434070695708028,9694.0,1.647255537014821,21705.0,3.688227917361944,53397.0,9.073499474930925,75102.0,12.76172739229287,,0,,0,7060.0,1.1996723840854793,142320.0,24.18376398060133,13784.0,2.3422498785034342,16271.0,0.2764854017203234,33270.0,5.653413628686104,,0,,0,11469.0,1.948872885704867,,0,12330.0,2.0951785404778978,52978.0,9.002300788113388,99687.0,16.93934007823359,147720.0,25.101360421686543,,0,57063.0,9.696445503267663,97542.0,16.574850380802523,12607.0,2.142247839400232,7515.0,1.2769883805102515,121034.0,20.566734750056924,7777.0,1.3215088004295712,20741.0,3.524419960101547,27421.0,4.659520742777326,62735.0,10.660261616940868,33276.0,5.65443318028731,59565.0,10.121598520970478,20744.0,3.52492973590215,11989.0,2.037234024476035,96320.0,16.367201704690277,77366.0,13.146438196481188,64424.0,10.9472653926803,99380.0,16.88717302130523,10879.0,1.8486169782529642,545860.0,92.7554061723654,40860.0,6.943146404211428,483270.0,82.11978371912033,20760.0,3.527648540172032,389160.0,66.12811685420752,13230.0,2.248111280658766,323200.0,54.919846251618544,9480.0,1.6108915299051476,230100.0,39.09980390624204,561500.0,95.41303734617516,140510.0,23.876199247570916,68860.0,11.701053876505114,22190.0,3.7706416717927453
"65 years and over",2011/2012,Females,11924,814752,1.4635128235340324,,0,102069.0,12.527615765288088,14657.0,1.7989523192333372,26662.0,3.2724068182710813,57810.0,7.095410628019323,84472.0,10.367817446290404,,0,,0,12050.0,1.4789776520953615,,0,8144.0,0.9995679666941598,8922.0,0.10950571462236361,34529.0,4.237976709477239,,0,7580.0,0.93034444837202,7802.0,0.9575920034562665,,0,8461.0,1.03847551156671,90636.0,11.124366678449393,,0,201371.0,24.715618985900004,,0,92717.0,11.37978182318055,133088.0,16.33478653627116,,0,,0,166698.0,20.45996818663839,13888.0,1.7045677703153843,64953.0,7.972119123365147,63361.0,7.776722241860099,,0,45740.0,5.613978241231687,85232.0,10.461097364596835,29196.0,3.583421703782255,11248.0,1.3805427909351558,128339.0,15.75190978359059,116926.0,14.35111543144417,78642.0,9.652262283492401,142137.0,17.445431247790737,5288.0,0.649031852637367,728690.0,89.43703114567377,26960.0,3.308982365185971,617320.0,75.76784101174346,11210.0,1.3758787950198343,426280.0,52.32021523113782,6370.0,0.7818329994894152,318470.0,39.08796787243235,4230.0,0.519176387416048,210470.0,25.832400534150267,768530.0,94.3268626526845,120420.0,14.779957582184517,51430.0,6.312350261183772,30300.0,3.7189230587958053
"65 years and over",2011/2012,Males,10278,637298,1.612746313341639,7933.0,1.2447865833566087,54514.0,8.55392610678207,8003.0,1.2557704558934752,16896.0,2.6511930054699686,64745.0,10.159297534277528,81641.0,12.810490539747496,,0,,0,4033.0,0.6328279705883276,,0,20752.0,3.256247469786505,22506.0,0.35314719330674194,21410.0,3.359495871633051,,0,,0,,0,,0,,0,37908.0,5.948237716107692,,0,156136.0,24.499684605945728,,0,82360.0,12.923310601947597,100094.0,15.70599625293034,,0,,0,129948.0,20.390460977439126,8147.0,1.278365850826458,33003.0,5.178582076202969,43933.0,6.89363531660228,,0,35423.0,5.558310241048928,67016.0,10.515645741866441,20519.0,3.21968686548522,8554.0,1.3422292240050966,97412.0,15.285157022303538,89672.0,14.070654544655719,59804.0,9.383993045639558,103972.0,16.314502791472748,11032.0,1.7310583118101734,595310.0,93.4115594274578,49660.0,7.792273002582779,535980.0,84.1019428901393,24900.0,3.907120373828256,429720.0,67.42842437917584,15820.0,2.4823551933318475,356550.0,55.947139328854,11210.0,1.758988730546777,261010.0,40.955722440679246,612670.0,96.13555981660072,165310.0,25.9391995581345,83200.0,13.055117072389995,22970.0,3.604279316740363
"65 years and over",2013/2014,Females,13009,882262,1.474505305680172,,0,106502.0,12.071470832927181,21480.0,2.434650931355992,28974.0,3.2840584769603587,76673.0,8.690502367777372,105647.0,11.97456084473773,,0,,0,14156.0,1.6045120383740885,198558.0,22.505559573006657,11185.0,1.2677639975426802,14696.0,0.16657183467042672,43961.0,4.982760223153666,,0,,0,11482.0,1.3014274671242783,,0,13618.0,1.5435324200747624,84686.0,9.598735976387966,120656.0,13.675756181270415,211542.0,23.977231253301174,6487.0,0.7352691150701265,107997.0,12.240921630989433,132036.0,14.965622456821217,26274.0,2.9780269353094657,15913.0,1.8036592304780212,161144.0,18.264869165848694,20743.0,2.351115654986841,61481.0,6.968564893421682,72352.0,8.200738556120518,125836.0,14.262883361178424,67739.0,7.677877999959196,83951.0,9.515427390049668,32833.0,3.7214568914902832,18297.0,2.073873747254217,119535.0,13.548696418977583,118638.0,13.44702594014023,85631.0,9.70584701596578,145178.0,16.45520264955308,7225.0,0.8189177364547039,728690.0,82.59337929095892,26960.0,3.055781615891878,617320.0,69.97014492293673,11210.0,1.2705976229283367,426280.0,48.31671317590466,6370.0,0.7220077482652546,318470.0,36.09698706279994,4230.0,0.4794494152530654,210470.0,23.855725396764228,768530.0,87.10904470554098,120420.0,13.64900675762982,51430.0,5.829334143372377,30300.0,3.434353967415575
"65 years and over",2013/2014,Males,11850,699223,1.6947383023727767,,0,48056.0,6.872771633656216,7965.0,1.139121567797398,18809.0,2.689985884331608,69687.0,9.966348360966387,88496.0,12.656334245297995,,0,,0,10980.0,1.5703144776416107,149985.0,21.45023833598151,13113.0,1.8753673720687105,14984.0,0.2142950103185965,34344.0,4.911737743180645,,0,,0,11604.0,1.6595563933108608,,0,12049.0,1.7231984645813996,60502.0,8.652747406764366,109038.0,15.594166667858467,163050.0,23.31874094530643,9597.0,1.3725235010862056,75078.0,10.737347026628129,106196.0,15.18771550706999,10603.0,1.5163974869247723,6628.0,0.9479093222047902,130279.0,18.63196719787536,10940.0,1.5645938420217869,25708.0,3.6766525128607044,34043.0,4.868689960141472,80181.0,11.46715711582714,34715.0,4.9647966385545095,79457.0,11.363613611108331,27171.0,3.8858847606557565,10757.0,1.5384219340610934,102968.0,14.726060212550216,66366.0,9.491392588630523,89478.0,12.796775849764666,112183.0,16.043951643467107,11957.0,1.710041002655805,595310.0,85.13878977093144,49660.0,7.102169122011147,535980.0,76.65365698782793,24900.0,3.561095673340265,429720.0,61.45678846376621,15820.0,2.2625113876402807,356550.0,50.99231575620367,11210.0,1.6032081324555973,261010.0,37.328577578254716,612670.0,87.62154562993494,165310.0,23.641956857826475,83200.0,11.898922089233336,22970.0,3.2850750046837707
